dataset,method,fold,experiment_seed,seed,n_train,n_validation,epochs,batch_size,learning_rate,model_training_time,device,initial_training_loss,final_training_loss,training_loss_change,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,n_features,feature_extraction_time,classifier_training_time,extractor_train_time,extractor_train_fitness,program,train_precision,train_recall,validation_precision,validation_recall
KSDD2,eoh,5,42,46,2670,667,,,,,,,,,0.9430711610486892,0.7472360145647137,0.8101905203765509,0.9351007018499128,0.9490254872563718,0.7729700349749504,0.8343026654196867,0.942824253643578,8.0,363.7504071000003,0.1705080000001544,363.0823633,0.04869,"import numpy as np

def extract_features(image: np.ndarray) -> np.ndarray:
    image = np.asarray(image, dtype=float)
    h, w = image.shape

    # Larger central region (15% to 90%)
    centre = image[
        int(0.15 * h):int(0.90 * h),
        int(0.15 * w):int(0.90 * w)
    ]

    # Sobel-like gradients (using central differences with padding)
    padded = np.pad(image, 1, mode='edge')
    dx = (padded[1:-1, 2:] - padded[1:-1, :-2]) / 2.0
    dy = (padded[2:, 1:-1] - padded[:-2, 1:-1]) / 2.0
    edge_mag = np.sqrt(dx**2 + dy**2)

    # Quadrant symmetry: top-left vs bottom-right and top-right vs bottom-left
    qh, qw = h // 2, w // 2
    tl = image[:qh, :qw]
    br = image[qh:2*qh, qw:2*qw]
    tr = image[:qh, qw:2*qw]
    bl = image[qh:2*qh, :qw]
    # Ensure same size by cropping
    min_h = min(tl.shape[0], br.shape[0])
    min_w = min(tl.shape[1], br.shape[1])
    tl = tl[:min_h, :min_w]
    br = br[:min_h, :min_w]
    tr = tr[:min_h, :min_w]
    bl = bl[:min_h, :min_w]
    sym_diag = np.mean(np.abs(tl - br))
    sym_anti = np.mean(np.abs(tr - bl))

    # Lower threshold: mean + 0.5*std
    threshold = np.mean(image) + 0.5 * np.std(image)

    # Coefficient of variation for global intensity
    global_std = np.std(image)
    global_mean = np.mean(image)
    cv = global_std / (global_mean + 1e-9)

    return np.array(
        [
            global_mean,
            cv,
            np.mean(centre),
            np.std(centre),
            np.mean(edge_mag),
            np.std(edge_mag),
            sym_diag - sym_anti,
            np.mean(image > threshold),
        ],
        dtype=float,
    )",0.9403973509933776,0.4982456140350877,0.951219512195122,0.5492957746478874
KSDD2,eoh,1,43,43,2669,668,,,,,,,,,0.9374297489696516,0.7286427057576828,0.7892479941293205,0.9282263245179956,0.937125748502994,0.722839549861986,0.7848136217211228,0.9273690998123404,8.0,456.1415328000003,0.1255478000002767,452.6862586000007,0.05243,"import numpy as np

def extract_features(image: np.ndarray) -> np.ndarray:
    image = np.asarray(image, dtype=float)
    h, w = image.shape

    # Adaptive ternary thresholds (low/mid/high)
    lo = np.percentile(image, 25)
    hi = np.percentile(image, 75)
    low_bin = (image < lo).mean()
    mid_bin = ((image >= lo) & (image < hi)).mean()
    high_bin = (image >= hi).mean()

    # Radial intensity falloff from center
    y, x = np.mgrid[0:h, 0:w]
    cy, cx = h / 2.0, w / 2.0
    dist = np.sqrt((x - cx)**2 + (y - cy)**2)
    max_dist = np.sqrt((w/2)**2 + (h/2)**2)
    norm_dist = dist / max_dist
    # Weighted mean intensity by ring distance
    radial_energy = np.mean(image * (1 - norm_dist))

    # Edge density (fraction of strong gradient pixels)
    grad = np.hypot(
        np.diff(image, axis=1, prepend=image[:, :1]),
        np.diff(image, axis=0, prepend=image[:1, :])
    )
    grad_thresh = np.mean(grad) + np.std(grad)
    edge_density = (grad > grad_thresh).mean()

    # Low-frequency sinusoidal projection energy (2D cosine basis)
    fy = np.cos(np.pi * np.arange(h) / h).reshape(-1, 1)
    fx = np.cos(np.pi * np.arange(w) / w).reshape(1, -1)
    lowfreq_energy = np.mean(image * fy * fx)

    # Symmetric difference between top-left and bottom-right quadrants (with overlap)
    qh, qw = h // 4, w // 4
    tl = image[:h - qh, :w - qw]
    br = image[qh:, qw:]
    diag_sym = np.mean(np.abs(tl - br))

    # Saturation-like contrast using local range with 3x3 mean pooling
    pooled = np.lib.stride_tricks.sliding_window_view(image, (3, 3)).mean(axis=(2, 3))
    local_range = pooled.max() - pooled.min()

    # Intensity variation ratio (interquartile range / median)
    iqr = np.percentile(image, 75) - np.percentile(image, 25)
    med = np.median(image)
    iqr_ratio = iqr / (med + 1e-10)

    return np.array([
        np.mean(image),
        low_bin / (high_bin + 1e-10),
        mid_bin,
        radial_energy,
        edge_density,
        lowfreq_energy,
        diag_sym,
        iqr_ratio,
    ], dtype=float)",0.9041095890410958,0.4631578947368421,0.9142857142857144,0.4507042253521127
KSDD2,eoh,2,43,44,2669,668,,,,,,,,,0.9321843387036344,0.7061527445596008,0.7656114981555616,0.921153515040673,0.93562874251497,0.7074944071588367,0.7738249907479586,0.9238872313247976,8.0,436.4123875999994,0.1924660999993648,433.56054219999896,0.05618,"import numpy as np

def extract_features(image: np.ndarray) -> np.ndarray:
    image = np.asarray(image, dtype=float)
    h, w = image.shape

    # 1. Central region mean (already in provided code, keep for baseline)
    centre = image[
        int(0.20 * h):int(0.85 * h),
        int(0.20 * w):int(0.80 * w)
    ]
    centre_mean = np.mean(centre)

    # 2. Block-wise intensity extrema difference (max of block maxima - min of block minima)
    bh, bw = h // 4, w // 4
    blocks = [
        image[y:y+bh, x:x+bw]
        for y in range(0, h - bh + 1, bh)
        for x in range(0, w - bw + 1, bw)
    ]
    block_max = np.max([np.max(b) for b in blocks])
    block_min = np.min([np.min(b) for b in blocks])
    block_extrema_diff = block_max - block_min

    # 3. Spatial frequency ratio (high-frequency energy / low-frequency energy) via simple finite differences
    # High-frequency: second difference magnitude
    d2x = np.diff(image, n=2, axis=1)
    d2y = np.diff(image, n=2, axis=0)
    high_freq = np.mean(d2x**2) + np.mean(d2y**2)
    # Low-frequency: mean of 2x2 pooled (like downsampled) minus original mean
    pooled = (image[0::2, 0::2] + image[0::2, 1::2] + image[1::2, 0::2] + image[1::2, 1::2]) / 4.0
    low_freq = np.mean((pooled - np.mean(image))**2)
    freq_ratio = high_freq / (low_freq + 1e-10)

    # 4. Directional derivative skewness (horizontal minus vertical)
    dx = np.diff(image, axis=1)
    dy = np.diff(image, axis=0)
    skew_x = np.mean((dx - np.mean(dx))**3) / (np.std(dx)**3 + 1e-10)
    skew_y = np.mean((dy - np.mean(dy))**3) / (np.std(dy)**3 + 1e-10)
    derivative_skew = skew_x - skew_y

    # 5. Contrast-normalized intensity deviation (MAD / mean)
    mad = np.mean(np.abs(image - np.mean(image)))
    contrast_dev = mad / (np.mean(image) + 1e-10)

    # 6. Quadrant median spread (range of medians across four quadrants)
    q1 = image[:h//2, :w//2]
    q2 = image[:h//2, w//2:]
    q3 = image[h//2:, :w//2]
    q4 = image[h//2:, w//2:]
    medians = np.array([np.median(q1), np.median(q2), np.median(q3), np.median(q4)])
    quadrant_median_spread = np.max(medians) - np.min(medians)

    # 7. Horizontal symmetry at multiple offsets (mean absolute difference at lag 1 and 2)
    sym1 = np.mean(np.abs(image[:, :-1] - image[:, 1:]))
    sym2 = np.mean(np.abs(image[:, :-2] - image[:, 2:]))
    sym_offset = (sym1 + sym2) / 2.0

    # 8. Proportion of pixels above Otsu-like threshold (mean + std, but using local mean of centre)
    threshold = centre_mean + np.std(image)
    high_prop = np.mean(image > threshold)

    return np.array([
        centre_mean,
        block_extrema_diff,
        freq_ratio,
        derivative_skew,
        contrast_dev,
        quadrant_median_spread,
        sym_offset,
        high_prop
    ], dtype=float)",0.8814814814814815,0.4190140845070422,0.967741935483871,0.4166666666666667
KSDD2,eoh,3,43,45,2670,667,,,,,,,,,0.9370786516853932,0.7191658391261172,0.7829268292682927,0.9268018635242532,0.9265367316341828,0.7045561962378297,0.7552293577981651,0.9164056503858165,8.0,450.6776915999999,0.2209536999998818,450.0711838000007,0.04494,"import numpy as np

def extract_features(image: np.ndarray) -> np.ndarray:
    image = np.asarray(image, dtype=float)
    h, w = image.shape

    # Larger central crop (10% to 90%)
    centre = image[
        int(0.10 * h):int(0.90 * h),
        int(0.10 * w):int(0.90 * w)
    ]

    # Sobel-like gradients using central differences
    dx = (image[:, 2:] - image[:, :-2]) / 2.0
    dy = (image[2:, :] - image[:-2, :]) / 2.0

    # Diagonal symmetry (top-left vs bottom-right)
    tl = image[:h//2, :w//2]
    br = image[h//2:, w//2:]
    # Make same shape by cropping to min size
    min_h = min(tl.shape[0], br.shape[0])
    min_w = min(tl.shape[1], br.shape[1])
    tl_crop = tl[:min_h, :min_w]
    br_crop = br[:min_h, :min_w]

    # Two different thresholds: mean and mean - 0.5*std
    t1 = np.mean(image) + 0.5 * np.std(image)
    t2 = np.mean(image) - 0.5 * np.std(image)

    return np.array(
        [
            np.mean(centre),           # central mean
            np.std(centre),            # central std
            np.mean(np.abs(dx)),       # horizontal gradient
            np.mean(np.abs(dy)),       # vertical gradient
            np.mean(np.abs(tl_crop - br_crop)),  # diagonal symmetry
            np.mean(image > t1),       # high threshold proportion
            np.mean(image < t2),       # low threshold proportion
            np.mean(np.abs(image - np.median(image))),  # median absolute deviation
        ],
        dtype=float,
    )",0.9333333333333332,0.4421052631578947,0.7894736842105263,0.4225352112676056
KSDD2,eoh,4,43,46,2670,667,,,,,,,,,0.9235955056179777,0.6467394902350215,0.7052750506467197,0.9047846047979996,0.9250374812593704,0.6540906512902921,0.7138812628689087,0.9073490022318972,8.0,362.535723500001,0.7516998999999487,361.2932335999994,0.05993,"import numpy as np

def extract_features(image: np.ndarray) -> np.ndarray:
    image = np.asarray(image, dtype=float)
    h, w = image.shape

    # Central region for robust local statistics (exclude borders)
    centre = image[
        int(0.15 * h):int(0.85 * h),
        int(0.15 * w):int(0.85 * w)
    ]

    # Gradients (edge magnitudes)
    dx = np.diff(image, axis=1)
    dy = np.diff(image, axis=0)
    grad_mag = np.sqrt(dx[:-1, :]**2 + dy[:, :-1]**2)

    # Quadrant symmetry (top vs bottom, left vs right)
    top = image[:h//2, :]
    bottom = np.flipud(image[h - h//2:, :])
    symmetry_v = np.mean(np.abs(top - bottom))

    # Left vs right symmetry using central column overlap
    left = image[:, :w//2]
    right = np.fliplr(image[:, w - w//2:])
    symmetry_h = np.mean(np.abs(left - right))

    # Proportions of bright and dark pixels relative to median intensity
    med = np.median(image)
    bright_ratio = np.mean(image > med + np.std(image) * 0.5)
    dark_ratio = np.mean(image < med - np.std(image) * 0.5)

    # Regional contrast (difference between central and peripheral means)
    peripheral_top = image[:int(0.1*h), :]
    peripheral_bottom = image[int(0.9*h):, :]
    peripheral_left = image[:, :int(0.1*w)]
    peripheral_right = image[:, int(0.9*w):]
    peripheral_mean = (np.mean(peripheral_top) + np.mean(peripheral_bottom) +
                       np.mean(peripheral_left) + np.mean(peripheral_right)) / 4.0
    regional_contrast = np.mean(centre) - peripheral_mean

    # Second-order moment (variance of gradients as texture)
    texture = np.std(grad_mag)

    return np.array([
        np.mean(centre),
        np.std(centre),
        np.mean(grad_mag),
        np.sqrt(np.mean(dx**2) + np.mean(dy**2)),
        symmetry_v,
        symmetry_h,
        bright_ratio - dark_ratio,
        regional_contrast + texture,
    ], dtype=float)",0.9655172413793104,0.2947368421052631,0.9565217391304348,0.3098591549295774
KSDD2,eoh,5,43,47,2670,667,,,,,,,,,0.9415730337078652,0.7402184707050645,0.8035520239065471,0.933062354819312,0.9475262368815592,0.7721311088004538,0.8308002290303176,0.9414160306944004,8.0,483.52027219999945,0.4082385000001522,481.7496119000007,0.06554,"import numpy as np

def extract_features(image: np.ndarray) -> np.ndarray:
    image = np.asarray(image, dtype=float)
    h, w = image.shape

    # Different central crop: tighter and slightly offset
    centre = image[
        int(0.30 * h):int(0.75 * h),
        int(0.25 * w):int(0.70 * w)
    ]

    # Sobel-like gradients (using central differences with padding)
    padded = np.pad(image, 1, mode='edge')
    gx = (padded[1:-1, 2:] - padded[1:-1, :-2]) / 2.0
    gy = (padded[2:, 1:-1] - padded[:-2, 1:-1]) / 2.0
    grad_mag = np.sqrt(gx**2 + gy**2)

    # Vertical symmetry on a resized core (using downsampling via slicing)
    step = max(1, h // 32)
    small = image[::step, ::step]
    sh, sw = small.shape
    half = sw // 2
    left = small[:, :half]
    right = np.fliplr(small[:, sw-half:])

    # Local contrast via percentile range
    p_low, p_high = np.percentile(image, [15, 85])

    # Skewness (third central moment normalized)
    mean = np.mean(image)
    std = np.std(image)
    skew = np.mean((image - mean)**3) / (std**3 + 1e-12)

    return np.array(
        [
            np.median(centre),              # robust central intensity
            np.std(centre),                 # central variability
            np.mean(grad_mag),              # overall gradient magnitude
            np.std(grad_mag),               # gradient variability
            np.mean(np.abs(left - right)),  # vertical symmetry difference
            p_high - p_low,                 # local contrast range
            np.mean(image > mean + 0.5 * std),  # high-intensity proportion (different threshold)
            skew,                           # intensity skewness
        ],
        dtype=float,
    )",0.9387755102040816,0.4842105263157895,0.9285714285714286,0.5492957746478874
KSDD2,gp_modified,1,42,42,2669,668,,,,,,,,,0.9542899962532784,0.7952328388084304,0.8548861792965756,0.949340055164443,0.938622754491018,0.773314931464836,0.8137060844131552,0.9338270505209356,220.0,314.46736439992674,2.6984738998580724,305.9137809276581,94.57,"FC4(Hist(Image), DIF(SobelY(Max(Gau(Min(Image), 1)))), SIFT(Max(Max(LoG1(GauD(Image, 1, 2, 1))))), RIF_R(Gau_R(RegionS(Mean(Gau(Image, 3)), 60, 7, 11), 1)))",0.9657142857142856,0.5929824561403508,0.8,0.5633802816901409
KSDD2,gp_modified,2,42,43,2669,668,,,,,,,,,0.9482952416635444,0.7694496117164201,0.8311868191501454,0.9418682387185896,0.934131736526946,0.7127609992542878,0.7745666513268906,0.923342638239398,151.0,149.99019760009833,2.439412100007757,142.3171968460083,94.08,"FC4(Hist(Lap(GauD(Image, 1, 2, 0))), RIF(SobelY(Med(Image))), DIF_R(Max_R(GauD_R(Max_R(RegionR(Image, 14, 14, 29, 6)), 1, 2, 1))), uLBP(SobelX(SobelY(Lap(Image)))))",0.9506172839506172,0.5422535211267606,0.9117647058823528,0.4305555555555556
KSDD2,gp_modified,3,42,44,2670,667,,,,,,,,,0.951310861423221,0.7858325057927839,0.8447643871346305,0.9459161032313936,0.9415292353823088,0.7563687494092068,0.8114631123480681,0.9347207199166176,246.0,146.79528070008382,3.3466953998431563,142.4106068611145,94.16,"FC4(Hist_R(Gau_R(RegionR(Image, 11, 42, 42, 28), 2)), uLBP(Image), uLBP_R(Gau_R(LoG2_R(SobelY_R(Lap_R(Mean_R(Med_R(Max_R(RegionR(Image, 11, 42, 42, 28))))))), 1)), Hist(Image))",0.9479768786127168,0.5754385964912281,0.8809523809523809,0.5211267605633803
KSDD2,gp_modified,4,42,45,2670,667,,,,,,,,,0.947565543071161,0.762109676707492,0.8266233766233766,0.9405151028746536,0.9535232383808095,0.8003001228849608,0.8547851308738736,0.9490351425850396,210.0,81.41937820008025,5.563595799962059,80.24155759811401,94.23,"FC4(Hist(Image), Hist(Image), Hist(Image), DIF(Image))",0.967741935483871,0.5263157894736842,0.9347826086956522,0.6056338028169014
KSDD2,gp_modified,5,42,46,2670,667,,,,,,,,,0.9483146067415732,0.7656184486373165,0.8298040201097872,0.9415060990715242,0.9415292353823088,0.7811820587957274,0.8227671301942455,0.936961462105845,128.0,56.8561927000992,3.85356940003112,56.48764705657959,94.08,"FC2(Hist(Image), Hist(Image))",0.9681528662420382,0.5333333333333333,0.82,0.5774647887323944
KSDD2,gp_modified,1,43,43,2669,668,,,,,,,,,0.9430498313975272,0.7456905687036383,0.8093872396087836,0.9349164477361092,0.9416167664670658,0.7439663104253662,0.8052084968932953,0.9335640421451796,202.0,149.36457219999284,1.963457300094888,144.02736282348633,93.89,"FC4(Hist(Lap(GauD(Image, 1, 2, 0))), RIF(SobelY(Med(Image))), Hist(Lap(GauD(Image, 1, 2, 0))), Hist_R(Min_R(LoG1_R(RegionR(Lap(Image), 0, 44, 7, 12)))))",0.9463087248322148,0.4947368421052631,0.9210526315789472,0.4929577464788732
KSDD2,gp_modified,2,43,44,2669,668,,,,,,,,,0.9531659797677032,0.792336935660082,0.8510244206083517,0.948128228659844,0.940119760479042,0.7466442953020134,0.8050887021475257,0.9323481887765088,246.0,156.91415470000356,2.943989000050351,150.78295803070068,94.27,"FC4(Hist_R(Gau_R(RegionS(Image, 23, 22, 23), 2)), uLBP(Image), uLBP_R(Gau_R(LoG2_R(SobelY_R(Lap_R(Mean_R(Med_R(LoG2_R(SobelY_R(Lap_R(Mean_R(Med_R(Max_R(RegionR(Image, 11, 42, 42, 28)))))))))))), 1)), Hist(Image))",0.9542857142857144,0.5880281690140845,0.9,0.5
KSDD2,gp_modified,3,43,45,2670,667,,,,,,,,,0.9501872659176028,0.774390378461878,0.8376395809929813,0.9439599311242028,0.944527736131934,0.7642499291048304,0.8211316706891929,0.9380683753055088,156.0,100.44120209990068,4.752119899960235,94.3210027217865,94.53,"FC4(Hist(Image), Hist(Image), RIF_R(Gau_R(Min_R(Min_R(Med_R(Sobel_R(Gau_R(Min_R(GauD_R(Min_R(LoG2_R(Gau_R(SobelX_R(Med_R(Min_R(LoG2_R(Sobel_R(RegionS(LoG2(Image), 34, 33, 14)))))), 1))), 3, 0, 1)), 2))))), 2)), DIF(Image))",0.9691358024691358,0.5508771929824562,0.9047619047619048,0.5352112676056338
KSDD2,gp_modified,4,43,46,2670,667,,,,,,,,,0.9483146067415732,0.7640737062782743,0.829100185528757,0.9413648871193012,0.9460269865067468,0.7588855279326968,0.8216577540106952,0.9388818959504204,128.0,60.21857710019685,3.64086199994199,59.777108669281006,94.27,"FC2(Hist(Image), Hist(Image))",0.9741935483870968,0.5298245614035088,0.9487179487179488,0.5211267605633803
KSDD2,gp_modified,5,43,47,2670,667,,,,,,,,,0.9468164794007492,0.7647798742138365,0.826299614610001,0.9400970139178116,0.9505247376311844,0.8048255978825976,0.8500337255489769,0.9466596987049456,251.0,168.06720659998246,3.885697999969125,162.34527897834778,94.08,"FC4(uLBP(Image), Hist_R(LoG2_R(LoG2_R(GauD_R(LoG1_R(Max_R(Med_R(LoG2_R(GauD_R(SobelY_R(SobelY_R(GauD_R(Sobel_R(GauD_R(LoG2_R(Sobel_R(RegionR(Image, 50, 8, 6, 37))), 3, 0, 2)), 1, 2, 1))), 3, 0, 1))))), 2, 1, 1)))), Hist(Image), Hist(Image))",0.9440993788819876,0.5333333333333333,0.88,0.6197183098591549
KSDD2,gp_original,1,42,42,2669,668,,,,,,,,,0.9535406519295616,0.7994473389850465,0.8547903613612033,0.9489643095224864,0.9491017964071856,0.7977917757803099,0.8443530701754386,0.9448965555730644,200.0,197.37691499991345,2.719752399949357,187.2237617969513,95.02,"FC4(Hist(GauD(Gau(Max(SobelX(Image)), 2), 1, 1, 0)), uLBP_R(LoG1_R(Sobel_R(Sobel_R(Mean_R(Mean_R(LoG2_R(Max_R(LoG2_R(Gau_R(Min_R(GauD_R(Mean_R(Max_R(GauD_R(Gau_R(Min_R(LoG1_R(RegionS(Image, 42, 59, 60))), 2), 1, 1, 2))), 3, 0, 2)), 2)))))))))), uLBP_R(Mean_R(SobelX_R(Lap_R(LoG1_R(LoG2_R(SobelY_R(Lap_R(LoG2_R(Med_R(Mean_R(Mean_R(SobelY_R(Min_R(LoG2_R(Med_R(RegionS(GauD(Image, 1, 1, 0), 13, 42, 22))))))))))))))))), DIF_R(Min_R(SobelY_R(LoG1_R(LoG2_R(SobelY_R(Lap_R(LoG2_R(Med_R(Mean_R(Mean_R(SobelY_R(Min_R(LoG2_R(Med_R(RegionS(GauD(Image, 1, 1, 0), 13, 33, 22)))))))))))))))))",0.9398907103825136,0.6035087719298246,0.8775510204081632,0.6056338028169014
KSDD2,gp_original,2,42,43,2669,668,,,,,,,,,0.9494192581491196,0.7762822216316769,0.8365204395389007,0.94346382001684,0.940119760479042,0.7344332587621178,0.7985281698636748,0.9310174439394826,128.0,100.23377659986728,3.814721500035376,99.84115076065063,94.57,"FC2(Hist(Image), Hist(Image))",0.9461077844311376,0.5563380281690141,0.9444444444444444,0.4722222222222222
KSDD2,gp_original,3,42,44,2670,667,,,,,,,,,0.9599250936329587,0.8400860642171466,0.881734135488494,0.9573679503679856,0.9145427286356822,0.728861423575007,0.7519782893749715,0.9100270497673292,338.0,235.55779360001907,3.545113299973309,221.45597791671756,93.22,"FC4(Hist_R(RegionR(Image, 60, 10, 51, 3)), SIFT_R(Gau_R(Lap_R(Mean_R(Min_R(LoG1_R(Gau_R(Med_R(Max_R(Lap_R(Mean_R(Med_R(Max_R(RegionR(Image, 11, 42, 42, 28))))))), 1))))), 1)), DIF(Max(Image)), SIFT(Image))",0.9158878504672896,0.6877192982456141,0.625,0.4929577464788732
KSDD2,gp_original,4,42,45,2670,667,,,,,,,,,0.947940074906367,0.7654088050314465,0.8289227614824758,0.9411528280249868,0.952023988005997,0.793257869363834,0.8489326765188834,0.9471594252135016,251.0,163.14495049999095,5.75715749990195,160.45087146759033,94.34,"FC4(Hist(Image), uLBP(Image), Hist(Image), Hist(Image))",0.9620253164556962,0.5333333333333333,0.9333333333333332,0.5915492957746479
KSDD2,gp_original,5,42,46,2670,667,,,,,,,,,0.9483146067415732,0.7671631909963588,0.8305014573396926,0.9416459379075044,0.9490254872563718,0.7915800170148407,0.8419519402319358,0.9443446764574894,192.0,166.81686179991812,7.379727000137791,165.4053657054901,94.19,"FC3(Hist(Image), Hist(Image), Hist_R(RegionR(Max(Image), 4, 1, 8, 34)))",0.9622641509433962,0.5368421052631579,0.8936170212765957,0.5915492957746479
KSDD2,gp_original,1,43,43,2669,668,,,,,,,,,0.949793930310978,0.7757248616507713,0.8374040734679032,0.9437160651369496,0.9416167664670658,0.7501710430084696,0.8084059569773856,0.934202879403906,73.0,99.94400470005348,2.29328679991886,98.17824697494508,94.19,"FC2(HOG_R(SobelY_R(SobelX_R(Sobel_R(LoG2_R(SobelY_R(Lap_R(LoG2_R(Min_R(Gau_R(RegionS(Image, 8, 53, 19), 1)))))))))), Hist(Image))",0.9575757575757576,0.5543859649122806,0.9,0.5070422535211268
KSDD2,gp_original,2,43,44,2669,668,,,,,,,,,0.9441738478831024,0.7454306552100864,0.8111641193735306,0.9359201191943388,0.93562874251497,0.7258109619686801,0.7852298811900436,0.9262119980670768,146.0,166.8763824000489,2.546810300089419,161.30406594276428,92.99,"FC2(DIF(Image), SIFT(Image))",0.9655172413793104,0.4929577464788732,0.8918918918918919,0.4583333333333333
KSDD2,gp_original,3,43,45,2670,667,,,,,,,,,0.9501872659176028,0.774390378461878,0.8376395809929813,0.9439599311242028,0.9370314842578712,0.753851970885717,0.8017241379310345,0.9306467455927208,223.0,114.99413729994558,3.4658337999135256,111.42516040802002,94.57,"FC4(Hist(Image), uLBP(Image), Hist(Image), HOG_R(Lap_R(Mean_R(RegionR(LoG2(Image), 44, 12, 11, 39)))))",0.9691358024691358,0.5508771929824562,0.8222222222222222,0.5211267605633803
KSDD2,gp_original,4,43,46,2670,667,,,,,,,,,0.9602996254681648,0.8233035418735518,0.8777590806059266,0.9567632484321348,0.9460269865067468,0.7650888552793269,0.8245557633855507,0.9394609744461416,256.0,127.81706100003794,2.894093400100246,122.45505046844482,94.49,"FC3(SIFT(Image), Hist(Image), Hist(Image))",0.9685863874345548,0.6491228070175439,0.926829268292683,0.5352112676056338
KSDD2,gp_original,5,43,47,2670,667,,,,,,,,,0.9617977528089888,0.8287763433741586,0.8828159288410335,0.9584828222409908,0.9505247376311844,0.8172322525758579,0.8543523573200993,0.9475082607579584,274.0,227.2824545998592,2.511022200109437,212.58507013320923,94.64,"FC4(SIFT(Image), Hist_R(LoG2_R(LoG2_R(GauD_R(LoG1_R(Max_R(Med_R(LoG2_R(Lap_R(LoG1_R(SobelY_R(LoG2_R(LoG1_R(SobelY_R(LoG2_R(Mean_R(Max_R(Max_R(SobelX_R(Med_R(LoG2_R(LoG1_R(GauD_R(Min_R(SobelX_R(Min_R(RegionR(Gau(Image, 3), 2, 16, 57, 35)))), 2, 0, 1))))))))))))))))))), 2, 1, 1)))), Hist(Image), DIF(Image))",0.9740932642487048,0.6596491228070176,0.8518518518518519,0.647887323943662
KSDD2,mlp,1,42,42,2669,668,50.0,64.0,0.001,68.879055300029,cpu,0.3608548758783872,0.3324269458523132,-0.028427930026074,0.8932184338703635,0.5,0.471798931327924,0.8428390050848787,0.8937125748502994,0.5,0.4719367588932806,0.8435516319140375,,,,,,,0.0,0.0,0.0,0.0
KSDD2,mlp,2,42,43,2669,668,50.0,64.0,0.001,52.58682810002938,cpu,0.3690109533868777,0.3217568231928701,-0.0472541301940075,0.8935931060322218,0.5,0.4719034428175702,0.8433793264293031,0.8922155688622755,0.5,0.4715189873417721,0.8413931630410066,,,,,,,0.0,0.0,0.0,0.0
KSDD2,mlp,3,42,44,2670,667,50.0,64.0,0.001,36.4599254000932,cpu,0.3641105909695786,0.3217328163456827,-0.0423777746238958,0.8932584269662921,0.5,0.4718100890207715,0.8428966758910413,0.8935532233883059,0.5,0.4718923198733175,0.8433218070299766,,,,,,,0.0,0.0,0.0,0.0
KSDD2,mlp,4,42,45,2670,667,50.0,64.0,0.001,41.4590031998232,cpu,0.3631938989242811,0.336479000451413,-0.0267148984728681,0.8932584269662921,0.5,0.4718100890207715,0.8428966758910413,0.8935532233883059,0.5,0.4718923198733175,0.8433218070299766,,,,,,,0.0,0.0,0.0,0.0
KSDD2,mlp,5,42,46,2670,667,50.0,64.0,0.001,38.50536839989945,cpu,0.3621773399663775,0.3229880169759529,-0.0391893229904246,0.8932584269662921,0.5,0.4718100890207715,0.8428966758910413,0.8935532233883059,0.5,0.4718923198733175,0.8433218070299766,,,,,,,0.0,0.0,0.0,0.0
KSDD2,mlp,1,43,43,2669,668,50.0,64.0,0.001,32.490214499877766,cpu,0.3544503014245789,0.3266190977389556,-0.0278312036856233,0.8935931060322218,0.5048436948074885,0.4822148751297885,0.8451753234964163,0.8937125748502994,0.5,0.4719367588932806,0.8435516319140375,,,,,,,0.6,0.0105263157894736,0.0,0.0
KSDD2,mlp,2,43,44,2669,668,50.0,64.0,0.001,31.42719239997677,cpu,0.3601763826400968,0.3264007829422806,-0.0337755996978162,0.8935931060322218,0.5,0.4719034428175702,0.8433793264293031,0.8922155688622755,0.5,0.4715189873417721,0.8413931630410066,,,,,,,0.0,0.0,0.0,0.0
KSDD2,mlp,3,43,45,2670,667,50.0,64.0,0.001,31.13333899993449,cpu,0.3626978623286615,0.3326810071977337,-0.0300168551309278,0.8932584269662921,0.5,0.4718100890207715,0.8428966758910413,0.8935532233883059,0.5,0.4718923198733175,0.8433218070299766,,,,,,,0.0,0.0,0.0,0.0
KSDD2,mlp,4,43,46,2670,667,50.0,64.0,0.001,33.56749639986083,cpu,0.3703546250580848,0.3203328737382139,-0.0500217513198709,0.8932584269662921,0.5,0.4718100890207715,0.8428966758910413,0.8935532233883059,0.5,0.4718923198733175,0.8433218070299766,,,,,,,0.0,0.0,0.0,0.0
KSDD2,mlp,5,43,47,2670,667,50.0,64.0,0.001,36.506151700159535,cpu,0.3697917668560471,0.324910655606552,-0.044881111249495,0.8932584269662921,0.5,0.4718100890207715,0.8428966758910413,0.8935532233883059,0.5,0.4718923198733175,0.8433218070299766,,,,,,,0.0,0.0,0.0,0.0
KSDD2,mlp,1,44,44,2669,668,50.0,64.0,0.001,32.88239899999462,cpu,0.366060401447349,0.3317711412817318,-0.0342892601656172,0.8950917946796553,0.5149505475097139,0.5024235645041014,0.8500450808003848,0.8937125748502994,0.5062047325831033,0.4855909500103038,0.8463841847428041,,,,,,,0.6923076923076923,0.031578947368421,0.5,0.0140845070422535
